Gondi Sentence	Telugu Translation
యెల్లి వెర్కడున్ సూడ్సి మక్సెర్ మంత.	ఎలుక పిల్లిని చూసి దాగుతున్నది.
సమ్దిర్కున్ చహ యెవ్తకి సెల్లె.	అందరికి చాయ చేరిందా లేదా.
మిమ్మెట్ సమ్దిర్ ఇగ్గె సక్రె యెవ్వన.	మీరందరూ ఇక్కడికి ప్రొద్దున్నే చేరుకోవాలి.
సమ్దిర్కున్ పుస్తక్ యెవ్‌తప్ మంతంగ్.	అందరికీ పుస్తకాలు సరిపోయినట్లు ఉన్నాయి.
కాండిర్ పరిక్సంగ్ లిహికియ్లెన్ సాడతగ యేవ్‌తెర్.	పిల్లలు పరీక్షలు రాయడానికి బడికి చేరుకున్నారు.
కప్డింగ్ సుక్సి సుక్సి యెస్ట వాత.	బట్టలు ఉతికి ఉతికి బాగా అలసి పోయింది.
నొవ్రి నొవ్రన్ బొవ్లతగ యెహంతెర్.	వధూ, వరలును ఎత్తు కొన్నిగద్దె చుట్టూ నాట్యం చేస్తారు.
వరొరె మన్వల్ యేకార్యల్.	ఒకడే ఉండేవాడు.
మాసారు ఉంది యేటి సీతొర్.	మాసారు ఒక చెక్క ఇచ్చారు.
సరున్ పజ్జెయ్ యేడుంగ్ వాంతంగ్.	ఆరు తరువాత ఏడు వస్తుంది.
కామ్ కియ్లెన్ టేమ్ యేతంగ్.	పని చేయడానికి సమయము పడుతుంది.
యేత్మ పేన్ గుసాడ్క్‌నగ మందంత.	యేత్మ దేవుడు గుసాడిలో ఉంటుంది.
సమ్దిర్ కొత్తంగ్ యేతన ఇత్తొర్.	అందరూ డబ్బులు తీసుకోవాలి అన్నాడు.
నన్న కొత్తంగ్ సీతెకె సంబు యేత్‌తొర్.	నేను డబ్బులు ఇస్తే శంభు తీసుకున్నాడు.
మరట్ ఇవ్విర్ ఆసికున్ యేంద్కట్.	మనము ఇద్దరు కలిసి నృత్యం చేద్దాం.
యేనిత పల్ డగుర్ మందంత.	ఏనుగు దంతము లావుగా ఉంటుంది.
ఉందియ్ జోక ఇవ్విర్ కాండిర్ పుట్తెకె యేమలిర్ ఇంతెర్.	ఒకేసారి ఇద్దరు మగ పిల్లలు పుడితే కవలు అంటారు.
ఉందియ్ జోక రండ్ పేడిక్ పుట్తెకె యేమెక్ ఇంతెర్.	ఒకేసారి ఇద్దరు అమ్మాయిలు పుడితే కవలలు అంటారు.
ఉందియ్ జోక వరొర్ కాండి ఉంది పేడి పుట్తెకె యేమల్ యేమె ఇంతెర్.	ఒకేసారి ఒక మగ పిల్లవాడు, ఒక అడ పిల్ల పుడితే కవల పిల్లలు అంటారు.
బాబల్ యేర్ తుంగ్సెర్ మంతొర్.	నాన్న స్నానం చేస్తున్నాడు.
నొవ్ర నొవ్రిన్ యేర్ మిహ్చెర్ మంతంగ్.	నొవ్రి నొవ్రన్ ఏర్ తుంగుసంతెర్.
యేతగ మన్వల్ తరసున్ యేర్ డోండియల్ ఇంతెర్.	నీటిలో ఉండే పామును నీటి పాము అంటారు.
టొడ్డితగ యేర్ వోలె మాసెర్ మంత.	నోటిలో లాలాజలము ఊరుతుంది.
యేర్ కోర్ యేతున్ రొప్పొ ముడుంగ్త.	నీటి కోడి నీటిలోపల మునిగింది.
సర్పంచున్ మమ్మొట్ యేర్ప్‌తొమ్.	సర్పంచును మేము ఎన్నుకున్నాము.
యేరిక్ గిర్ పోసి కీంతెర్.	తేనె పెంపకం చేస్తారు.
నిమ్మె బద్ యేలతె సాడతె దాంతి.	నీవు ఏ సమయంలో బడికి వెళతావు.
